lineage	min	q1	mean	median	q3	max
1;2;194;1090;2896;8790;23170;106671	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;1090;2896;8790;23170;113259	0.0	0.20600000000000002	0.5207894736842105	0.38	0.99	0.99
1;2;194;1090;2896;8790;23170;119905	0.0	0.0	0.0	0.0	0.0	0.0
1;2;194;1090;2896;8790;23170;120218	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;1090;2896;8790;23170;121861	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;1090;2896;8790;23170;126694	0.0	0.114	0.391603305785124	0.228	0.626	0.99
1;2;194;1090;2896;8790;23170;145032	0.0	0.0795	0.4710833333333333	0.4225	0.99	0.99
1;2;194;1090;2896;8790;23170;145399	0.311	0.311	0.311	0.311	0.311	0.311
1;2;194;1090;2896;8790;23170;148708	0.655	0.73875	0.8225	0.8225	0.90625	0.99
1;2;194;1090;2896;8790;23170;163927	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;1090;2896;8790;23170;184894	0.673	0.673	0.673	0.673	0.673	0.673
1;2;194;1090;2896;8790;23170;80166	0.029	0.19275	0.54	0.361	0.99	0.99
1;2;194;1090;2896;8790;23170;82730	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;1090;2896;8790;23170;86569	0.036	0.087	0.6186	0.99	0.99	0.99
1;2;194;1090;2896;8790;23170;95222	0.721	0.721	0.721	0.721	0.721	0.721
1;2;194;601;1747;7670;24816;180497*	0.149	0.229	0.3928333333333333	0.27	0.41450000000000004	0.99
1;2;194;601;1747;7670;25406;103088	0.03	0.127	0.2235	0.14	0.2285	0.771
1;2;194;601;1747;7670;25406;134135	0.063	0.1725	0.27691666666666664	0.186	0.29025	0.99
1;2;194;601;1747;7670;25406;147568	0.022	0.15	0.28694	0.224	0.321	0.99
1;2;194;601;1747;7670;25406;150843	0.072	0.11275	0.26516666666666666	0.1835	0.248	0.99
1;2;194;601;1747;7670;25406;174438	0.0	0.15475	0.25339999999999996	0.1855	0.33375	0.736
1;2;194;601;1747;7670;25406;185890	0.0	0.152	0.2791341463414634	0.2245	0.319	0.99
1;2;194;601;1747;7670;35617;114380*	0.112	0.1255	0.139	0.139	0.1525	0.166
1;2;194;601;1747;7670;37238;104404	0.232	0.371	0.5773333333333334	0.51	0.75	0.99
1;2;194;601;1747;7670;37238;174021	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1747;7670;37803;134845*	0.0	0.164	0.6235074626865671	0.852	0.99	0.99
1;2;194;601;1747;7670;39828;102313	0.086	0.097	0.2242	0.258	0.293	0.387
1;2;194;601;1747;7670;39828;107542	0.07	0.09975	0.29833333333333334	0.1245	0.32325	0.99
1;2;194;601;1747;7670;39828;113929	0.127	0.127	0.127	0.127	0.127	0.127
1;2;194;601;1747;7670;39828;125329	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1747;7670;39828;126316	0.069	0.141	0.3516153846153846	0.187	0.366	0.99
1;2;194;601;1747;7670;39828;131765	0.161	0.301	0.441	0.441	0.581	0.721
1;2;194;601;1747;7670;39828;134272	0.043	0.1765	0.47733333333333333	0.346	0.85075	0.99
1;2;194;601;1747;7670;39828;146519	0.109	0.51825	0.7383333333333333	0.99	0.99	0.99
1;2;194;601;1747;7670;39828;147049	0.023	0.1405	0.3874	0.213	0.6415	0.99
1;2;194;601;1747;7670;39828;155576	0.151	0.151	0.151	0.151	0.151	0.151
1;2;194;601;1747;7670;39828;164599	0.089	0.2005	0.5018333333333334	0.48250000000000004	0.766	0.99
1;2;194;601;1747;7670;39828;165181	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1747;7670;39828;170752	0.0	0.20025	0.359	0.2305	0.3675	0.99
1;2;194;601;1747;7670;39828;174800	0.097	0.15475	0.46675	0.39	0.702	0.99
1;2;194;601;1747;7670;39828;176579	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1747;7670;39828;185306	0.137	0.15050000000000002	0.164	0.164	0.1775	0.191
1;2;194;601;1747;7670;39828;82379	0.0	0.151	0.5135715846994535	0.388	0.99	0.99
1;2;194;601;1747;7670;39828;82506	0.371	0.371	0.371	0.371	0.371	0.371
1;2;194;601;1747;7670;39828;91187	0.169	0.21	0.5951666666666667	0.609	0.99	0.99
1;2;194;601;1747;7670;39828;92601	0.182	0.21	0.23933333333333331	0.238	0.268	0.298
1;2;194;601;1747;7670;39828;94703	0.191	0.20600000000000002	0.22133333333333335	0.221	0.2365	0.252
1;2;194;601;1747;7670;42431;104890*	0.12	0.3375	0.5549999999999999	0.5549999999999999	0.7725	0.99
1;2;194;601;1747;7670;44893;161919*	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1806;6345;44553;171957*	0.127	0.208	0.6356666666666667	0.99	0.99	0.99
1;2;194;601;1978;10342;33132;152659*	0.078	0.306	0.534	0.534	0.762	0.99
1;2;194;601;1978;10342;43172;100581	0.51	0.51	0.51	0.51	0.51	0.51
1;2;194;601;1978;10342;43172;118672	0.221	0.346	0.471	0.471	0.596	0.721
1;2;194;601;1978;10342;43172;122639	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;10342;43172;127112	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;10342;43172;127152	0.033	0.32999999999999996	0.672625	0.845	0.99	0.99
1;2;194;601;1978;10342;43172;128452	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;10342;43172;135161	0.401	0.627	0.7479999999999999	0.853	0.9215	0.99
1;2;194;601;1978;10342;43172;138549	0.104	0.104	0.104	0.104	0.104	0.104
1;2;194;601;1978;10342;43172;141917	0.39	0.54	0.69	0.69	0.84	0.99
1;2;194;601;1978;10342;43172;146074	0.103	0.103	0.103	0.103	0.103	0.103
1;2;194;601;1978;10342;43172;166962	0.034	0.034	0.034	0.034	0.034	0.034
1;2;194;601;1978;10342;43172;167876	0.209	0.209	0.209	0.209	0.209	0.209
1;2;194;601;1978;10342;43172;189365	0.036	0.094	0.152	0.152	0.21000000000000002	0.268
1;2;194;601;1978;10342;43172;80030	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;10342;43172;82468	0.002	0.108	0.2882	0.15	0.191	0.99
1;2;194;601;1978;10342;43172;85781	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;6246;21201;108200	0.121	0.122	0.41133333333333333	0.123	0.5565	0.99
1;2;194;601;1978;6246;21201;175633	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;7106;23966;128992	0.197	0.197	0.197	0.197	0.197	0.197
1;2;194;601;1978;7106;23966;139984	0.074	0.10425	0.24987499999999999	0.129	0.199	0.99
1;2;194;601;1978;7106;25008;130408	0.067	0.067	0.067	0.067	0.067	0.067
1;2;194;601;1978;7106;25008;185554	0.28	0.4575	0.635	0.635	0.8125	0.99
1;2;194;601;1978;7106;29476;183491*	0.0	0.11174999999999999	0.151	0.1795	0.21875	0.245
1;2;194;601;1978;7106;31722;98437*	0.059	0.217	0.5300833333333334	0.512	0.837	0.99
1;2;194;601;1978;7106;32560;116585	0.269	0.6295	0.7496666666666667	0.99	0.99	0.99
1;2;194;601;1978;7106;32560;119262	0.182	0.182	0.182	0.182	0.182	0.182
1;2;194;601;1978;7106;32560;125646	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;7106;32560;141372	0.026	0.1445	0.263	0.263	0.3815	0.5
1;2;194;601;1978;7106;32560;141732	0.396	0.5445	0.6930000000000001	0.6930000000000001	0.8415	0.99
1;2;194;601;1978;7106;32560;146696	0.087	0.155	0.40199999999999997	0.319	0.459	0.99
1;2;194;601;1978;7106;32560;153692	0.279	0.31125	0.48075	0.327	0.4965	0.99
1;2;194;601;1978;7106;32560;175904	0.114	0.114	0.114	0.114	0.114	0.114
1;2;194;601;1978;7106;32560;183510	0.117	0.303	0.708125	0.99	0.99	0.99
1;2;194;601;1978;7106;32560;185819	0.089	0.3135	0.5488571428571428	0.386	0.875	0.99
1;2;194;601;1978;7106;32560;186510	0.44	0.44	0.44	0.44	0.44	0.44
1;2;194;601;1978;7106;32560;85892	0.125	0.125	0.125	0.125	0.125	0.125
1;2;194;601;1978;7106;32560;87418	0.766	0.878	0.9153333333333333	0.99	0.99	0.99
1;2;194;601;1978;7106;32928;101568	0.073	0.363	0.6786923076923077	0.721	0.99	0.99
1;2;194;601;1978;7106;32928;102175	0.0	0.3845	0.6930909090909091	0.99	0.99	0.99
1;2;194;601;1978;7106;32928;103090	0.0	0.12	0.35578260869565215	0.233	0.504	0.99
1;2;194;601;1978;7106;32928;113858	0.089	0.16	0.33018749999999997	0.211	0.333	0.99
1;2;194;601;1978;7106;32928;118727	0.127	0.14	0.3686	0.293	0.293	0.99
1;2;194;601;1978;7106;32928;121295	0.096	0.48	0.7080909090909091	0.99	0.99	0.99
1;2;194;601;1978;7106;32928;126554	0.094	0.5429999999999999	0.763909090909091	0.99	0.99	0.99
1;2;194;601;1978;7106;32928;131959	0.092	0.10225000000000001	0.32649999999999996	0.1545	0.40099999999999997	0.99
1;2;194;601;1978;7106;32928;133092	0.036	0.18875	0.6204999999999999	0.873	0.99	0.99
1;2;194;601;1978;7106;32928;139614	0.0	0.1785	0.6073333333333333	0.714	0.99	0.99
1;2;194;601;1978;7106;32928;144593	0.0	0.182	0.5737166666666667	0.606	0.99	0.99
1;2;194;601;1978;7106;32928;145999	0.189	0.1975	0.20600000000000002	0.20600000000000002	0.2145	0.223
1;2;194;601;1978;7106;32928;150465	0.293	0.44799999999999995	0.6286666666666666	0.603	0.7965	0.99
1;2;194;601;1978;7106;32928;159231	0.036	0.13125	0.561	0.6234999999999999	0.99	0.99
1;2;194;601;1978;7106;32928;160886	0.0	0.12525	0.63325	0.99	0.99	0.99
1;2;194;601;1978;7106;32928;161188	0.191	0.27125	0.5237499999999999	0.45699999999999996	0.7095	0.99
1;2;194;601;1978;7106;32928;163098	0.026	0.22625	0.57475	0.6415	0.99	0.99
1;2;194;601;1978;7106;32928;163672	0.0	0.243	0.567	0.582	0.99	0.99
1;2;194;601;1978;7106;32928;165276	0.606	0.99	0.9132	0.99	0.99	0.99
1;2;194;601;1978;7106;32928;166049	0.0	0.182	0.5532545787545787	0.4655	0.99	0.99
1;2;194;601;1978;7106;32928;174743	0.012	0.35150000000000003	0.6292857142857143	0.72	0.99	0.99
1;2;194;601;1978;7106;32928;181763	0.096	0.12575	0.5138333333333333	0.4515	0.9205	0.99
1;2;194;601;1978;7106;32928;190463	0.0	0.298	0.6322222222222221	0.99	0.99	0.99
1;2;194;601;1978;7106;32928;89285	0.144	0.249	0.5545454545454546	0.384	0.99	0.99
1;2;194;601;1978;7106;32928;94405	0.0	0.13725	0.5739166666666667	0.6075	0.99	0.99
1;2;194;601;1978;7106;32928;95582	0.02	0.22475	0.494	0.483	0.7522500000000001	0.99
1;2;194;601;1978;7106;34669;127041	0.0	0.089	0.3298125	0.157	0.48275	0.99
1;2;194;601;1978;7106;34669;135368	0.161	0.382	0.6374000000000001	0.664	0.99	0.99
1;2;194;601;1978;7106;34669;182822	0.047	0.99	0.8013999999999999	0.99	0.99	0.99
1;2;194;601;1978;7106;34669;190156	0.127	0.403	0.5747142857142856	0.51	0.7949999999999999	0.99
1;2;194;601;1978;7106;38224;111794	0.034	0.267	0.6162608695652174	0.686	0.99	0.99
1;2;194;601;1978;7106;38224;111960	0.0	0.136	0.4212328767123288	0.244	0.883	0.99
1;2;194;601;1978;7106;38224;118342	0.0	0.136	0.4665	0.373	0.75675	0.99
1;2;194;601;1978;7106;38224;126595	0.0	0.161	0.35064705882352937	0.241	0.396	0.99
1;2;194;601;1978;7106;38224;143179	0.0	0.127	0.43285664920298744	0.284	0.811	0.99
1;2;194;601;1978;7106;38224;155193	0.114	0.23	0.5532941176470588	0.503	0.99	0.99
1;2;194;601;1978;7106;38224;176689	0.0	0.127	0.4674426229508197	0.383	0.99	0.99
1;2;194;601;1978;7106;38224;86925	0.0	0.135	0.412053050397878	0.266	0.688	0.99
1;2;194;601;1978;7106;38224;92749	0.0	0.129	0.4512462686567164	0.2725	0.99	0.99
1;2;194;601;1978;7106;38438;125778	0.174	0.174	0.174	0.174	0.174	0.174
1;2;194;601;1978;7106;38438;159753	0.0	0.074	0.35857142857142854	0.157	0.6074999999999999	0.99
1;2;194;601;1978;7106;38438;89872	0.267	0.538	0.6098	0.572	0.682	0.99
1;2;194;601;1978;7106;38438;97264	0.425	0.425	0.425	0.425	0.425	0.425
1;2;194;601;1978;7106;38438;99510	0.106	0.11624999999999999	0.1265	0.1265	0.13674999999999998	0.147
1;2;194;601;1978;7106;40047;132512	0.384	0.687	0.7879999999999999	0.99	0.99	0.99
1;2;194;601;1978;7106;40047;135305	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;7106;40047;158433	0.215	0.215	0.215	0.215	0.215	0.215
1;2;194;601;1978;7106;40047;162662	0.762	0.819	0.876	0.876	0.933	0.99
1;2;194;601;1978;7106;40047;166891	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;7106;40047;184151	0.0	0.056999999999999995	0.21542857142857144	0.083	0.1605	0.99
1;2;194;601;1978;7106;40858;82422*	0.0	0.298	0.6536	0.99	0.99	0.99
1;2;194;601;1978;7106;43030;110371	0.127	0.141	0.413	0.259	0.548	0.99
1;2;194;601;1978;7106;43066;113769	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;7106;43066;171970	0.403	0.403	0.403	0.403	0.403	0.403
1;2;194;601;1978;7106;43066;96684	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;7889;36362;107948	0.182	0.28275	0.6281666666666667	0.675	0.99	0.99
1;2;194;601;1978;7889;36362;152174	0.104	0.214	0.3837777777777778	0.265	0.606	0.99
1;2;194;601;1978;7889;36362;158142	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;7889;36362;183377	0.21	0.21	0.21	0.21	0.21	0.21
1;2;194;601;1978;7889;42710;179945	0.136	0.2145	0.3833333333333333	0.293	0.507	0.721
1;2;194;601;1978;9720;31678;127019*	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;9720;35401;110836	0.069	0.1365	0.421	0.204	0.597	0.99
1;2;194;601;1978;9720;35401;135755	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;601;1978;9720;35401;184808	0.093	0.12675	0.1605	0.1605	0.19425	0.228
1;2;194;601;1978;9720;41940;129399	0.232	0.232	0.232	0.232	0.232	0.232
1;2;194;601;1978;9720;42835;140742	0.192	0.20400000000000001	0.46599999999999997	0.216	0.603	0.99
1;2;194;604;1972;8847;32712;104332	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;604;1972;8847;32712;182445	0.191	0.191	0.191	0.191	0.191	0.191
1;2;194;667;2458;5160;37888;108211	0.554	0.881	0.881	0.99	0.99	0.99
1;2;194;667;3245;7345;28717;116673	0.774	0.774	0.774	0.774	0.774	0.774
1;2;194;667;3245;7345;28717;96287	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;667;3245;7345;33140;100110*	0.0	0.03375	0.45587500000000003	0.316	0.99	0.99
1;2;194;667;3245;7345;33991;102102	0.108	0.108	0.108	0.108	0.108	0.108
1;2;194;667;3245;7345;35531;106583	0.059	0.093	0.12466666666666666	0.127	0.1575	0.188
1;2;194;667;3245;7345;35531;109339	0.251	0.251	0.251	0.251	0.251	0.251
1;2;194;667;3245;7345;37752;121563	0.294	0.31174999999999997	0.3295	0.3295	0.34725	0.365
1;2;194;667;3245;7345;38532;168153	0.059	0.059	0.059	0.059	0.059	0.059
1;2;194;667;3245;9432;42588;124260	0.119	0.205	0.33715384615384614	0.233	0.279	0.99
1;2;194;667;3245;9432;42588;186008	0.036	0.7995	0.7895	0.99	0.99	0.99
1;2;194;716;2272;6368;26323;118623	0.148	0.16499999999999998	0.44	0.182	0.586	0.99
1;2;194;716;2272;6368;26323;98699	0.217	0.2395	0.48966666666666664	0.262	0.626	0.99
1;2;194;716;2272;6368;28797;107027	0.0	0.049	0.4143	0.1365	0.9325	0.99
1;2;194;716;2272;6368;28797;127598	0.115	0.189	0.5498000000000001	0.677	0.778	0.99
1;2;194;716;2272;6368;31647;176528*	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;747;1656;10258;32975;142276	0.127	0.36	0.6461	0.6725	0.99	0.99
1;2;194;747;1656;10258;40274;93242*	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;821;3044;6278;22791;132311	0.674	0.753	0.8320000000000001	0.8320000000000001	0.911	0.99
1;2;194;821;3044;6278;22791;145119	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;821;3044;6278;22791;83137	0.036	0.23975	0.4435	0.4435	0.64725	0.851
1;2;194;821;3044;6278;24775;101295	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;821;3044;6278;24775;128861	0.293	0.6415	0.7576666666666667	0.99	0.99	0.99
1;2;194;821;3044;6278;27051;180727	0.048	0.513	0.674	0.829	0.99	0.99
1;2;194;821;3044;6278;34194;139774	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;821;3044;6278;39396;120037	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;821;3044;6278;39396;141596	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;2;194;827;2835;5099;24376*;130605*	0.429	0.429	0.429	0.429	0.429	0.429
1;2;194;827;2835;5443;26166;120205	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;5443;26166;136046	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;5443;26166;139553	0.182	0.182	0.182	0.182	0.182	0.182
1;2;194;827;2835;5443;26166;140590	0.293	0.39999999999999997	0.507	0.507	0.614	0.721
1;2;194;827;2835;5443;26166;143578	0.056	0.056	0.056	0.056	0.056	0.056
1;2;194;827;2835;5443;26166;183796	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;5443;36027;152870	0.029	0.20174999999999998	0.3745	0.3745	0.54725	0.72
1;2;194;827;2835;5443;36027;166422	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;5443;36027;93122	0.045	0.209	0.5537777777777778	0.373	0.99	0.99
1;2;194;827;2835;6561;20590;167218	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;20590;168305	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;22296;180251	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;22568;101890	0.002	0.1915	0.381	0.381	0.5705	0.76
1;2;194;827;2835;6561;22568;111452	0.651	0.651	0.651	0.651	0.651	0.651
1;2;194;827;2835;6561;22568;121696	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;22568;137249	0.721	0.721	0.721	0.721	0.721	0.721
1;2;194;827;2835;6561;24779;109468	0.127	0.34275	0.5585	0.5585	0.77425	0.99
1;2;194;827;2835;6561;25349;185892*	0.25	0.25	0.25	0.25	0.25	0.25
1;2;194;827;2835;6561;26009;148118	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;28424;103540	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;28682;121889*	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;31455;182914	0.0	0.21075000000000002	0.39225	0.2895	0.471	0.99
1;2;194;827;2835;6561;38776;101429	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;38776;115251	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;38776;118446	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;38776;121756	0.721	0.721	0.721	0.721	0.721	0.721
1;2;194;827;2835;6561;38776;171434	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;38776;86472	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;38776;86814	0.895	0.895	0.895	0.895	0.895	0.895
1;2;194;827;2835;6561;39253;186185	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;39253;96053	0.146	0.146	0.146	0.146	0.146	0.146
1;2;194;827;2835;6561;39459;123425*	0.038	0.038	0.038	0.038	0.038	0.038
1;2;194;827;2835;6561;40834;122107	0.241	0.321	0.401	0.401	0.48100000000000004	0.561
1;2;194;827;2835;6561;40834;133789	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;43272;186936*	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;43386;168878	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6561;43386;180971	0.036	0.036	0.036	0.036	0.036	0.036
1;2;194;827;2835;6561;43607;89583*	0.298	0.471	0.644	0.644	0.817	0.99
1;2;194;827;2835;6561;44662;150930*	0.114	0.333	0.552	0.552	0.771	0.99
1;2;194;827;2835;6561;44677;132215	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;6749;36447;109540	0.0	0.0	0.0	0.0	0.0	0.0
1;2;194;827;2835;6749;36447;156561	0.843	0.87975	0.9165	0.9165	0.9532499999999999	0.99
1;2;194;827;2835;6749;36447;175149	0.606	0.606	0.606	0.606	0.606	0.606
1;2;194;827;2835;7435;22467;177727*	0.182	0.586	0.7206666666666667	0.99	0.99	0.99
1;2;194;827;2835;7435;27727;128963	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7435;27727;172166	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7435;37592;191250	0.359	0.509	0.7245	0.7745	0.99	0.99
1;2;194;827;2835;7574;38774;107971	0.071	0.113	0.5445	0.5585	0.99	0.99
1;2;194;827;2835;7574;38774;120856	0.089	0.51675	0.7346666666666666	0.99	0.99	0.99
1;2;194;827;2835;7574;38774;124481	0.0	0.186	0.5538000000000001	0.5635	0.99	0.99
1;2;194;827;2835;7574;38774;132376	0.02	0.218	0.6292745098039216	0.721	0.99	0.99
1;2;194;827;2835;7574;38774;132525	0.0	0.14125	0.48992	0.2915	0.99	0.99
1;2;194;827;2835;7574;38774;138743	0.308	0.3365	0.365	0.365	0.39349999999999996	0.422
1;2;194;827;2835;7574;38774;146614	0.0	0.13974999999999999	0.36125	0.226	0.423	0.99
1;2;194;827;2835;7574;38774;162801	0.0	0.46399999999999997	0.7020526315789474	0.99	0.99	0.99
1;2;194;827;2835;7574;38774;166416	0.121	0.27249999999999996	0.698125	0.99	0.99	0.99
1;2;194;827;2835;7574;38774;181685	0.0	0.154	0.5306210526315789	0.413	0.99	0.99
1;2;194;827;2835;7574;38774;181835	0.0	0.182	0.5239646017699114	0.365	0.99	0.99
1;2;194;827;2835;7574;38774;183821	0.149	0.149	0.149	0.149	0.149	0.149
1;2;194;827;2835;7574;38774;191835	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7574;38774;85168	0.0	0.1595	0.5201675	0.40549999999999997	0.99	0.99
1;2;194;827;2835;7630;30783;142260	0.089	0.10175000000000001	0.1145	0.1145	0.12725	0.14
1;2;194;827;2835;7858;20114;149238	0.089	0.089	0.089	0.089	0.089	0.089
1;2;194;827;2835;7858;20114;151710	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7858;20114;154944	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7858;20114;156653	0.0	0.268	0.6452666666666667	0.99	0.99	0.99
1;2;194;827;2835;7858;23387;115355	0.276	0.4545	0.633	0.633	0.8115	0.99
1;2;194;827;2835;7858;23387;132174	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7858;23387;149994	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7858;23387;91932	0.243	0.243	0.243	0.243	0.243	0.243
1;2;194;827;2835;7858;28689;167045	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7858;29709;187582	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7858;32414;84398	0.0	0.036	0.057666666666666665	0.072	0.0865	0.101
1;2;194;827;2835;7858;32889;152930	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7858;32889;88545	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7858;38123;104912	0.126	0.397	0.6971428571428572	0.99	0.99	0.99
1;2;194;827;2835;7858;38123;120827	0.036	0.20725	0.3785	0.3785	0.54975	0.721
1;2;194;827;2835;7858;38123;138955	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7858;38123;159052	0.182	0.40249999999999997	0.5983333333333333	0.623	0.8065	0.99
1;2;194;827;2835;7858;38123;160182	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7858;38123;176682	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;2;194;827;2835;7858;38123;177406	0.067	0.5285	0.6823333333333333	0.99	0.99	0.99
1;2;194;827;2835;7858;38123;81286	0.191	0.31775	0.6327499999999999	0.675	0.99	0.99
1;2;194;827;2835;7858;40122;90365	0.0	0.0	0.0	0.0	0.0	0.0
1;2;194;827;2835;7858;40122;92034	0.0	0.2475	0.495	0.495	0.7424999999999999	0.99
1;2;194;827;2835;7858;40122;96254	0.293	0.46725	0.6415	0.6415	0.81575	0.99
1;2;194;827;2835;7858;40733;179507	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;7858;41633;114934	0.204	0.204	0.204	0.204	0.204	0.204
1;2;194;827;2835;7858;41633;115849	0.091	0.091	0.091	0.091	0.091	0.091
1;2;194;827;2835;7858;43003;88054	0.202	0.202	0.202	0.202	0.202	0.202
1;2;194;827;2835;8504;22367;118084	0.359	0.359	0.359	0.359	0.359	0.359
1;2;194;827;2835;8504;25100;105993	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;8504;25100;80271	0.107	0.107	0.107	0.107	0.107	0.107
1;2;194;827;2835;8504;25100;99257	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;8504;27124;101003	0.351	0.351	0.351	0.351	0.351	0.351
1;2;194;827;2835;8504;27124;120104	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;8504;27124;120562	0.0	0.446	0.6273333333333334	0.892	0.9410000000000001	0.99
1;2;194;827;2835;8504;27124;123449	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;8504;27124;170931	0.293	0.46725	0.6415	0.6415	0.81575	0.99
1;2;194;827;2835;8504;28407;130799	0.224	0.2725	0.5116666666666666	0.321	0.6555	0.99
1;2;194;827;2835;8504;30863;157540	0.112	0.11875000000000001	0.1255	0.1255	0.13225	0.139
1;2;194;827;2835;8504;30863;174544	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;8504;30863;94762	0.243	0.243	0.243	0.243	0.243	0.243
1;2;194;827;2835;8504;32872;110469	0.413	0.55725	0.7015	0.7015	0.84575	0.99
1;2;194;827;2835;8504;32872;110680	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;8504;32872;97501	0.293	0.46725	0.6415	0.6415	0.81575	0.99
1;2;194;827;2835;8504;34141;120380	0.016	0.09974999999999999	0.1835	0.1835	0.26725	0.351
1;2;194;827;2835;8504;34142;133154	0.789	0.789	0.789	0.789	0.789	0.789
1;2;194;827;2835;8504;34142;164794	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;8504;34427;133700	0.027	0.11775	0.20850000000000002	0.20850000000000002	0.29925	0.39
1;2;194;827;2835;8504;37891;115159	0.99	0.99	0.99	0.99	0.99	0.99
1;2;194;827;2835;8504;37891;166584	0.293	0.293	0.293	0.293	0.293	0.293
